comment,label_5_classes
"Shop phục vụ khá tốt, Đáng đồng tiền.",Tốt
Thời gian giao hàng rất nhanh ❤.,Tuyệt vời
Quẹo lựa hihi Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,Tuyệt vời
Quá chuẩn.,Tuyệt vời
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,Tuyệt vời
Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,Tuyệt vời
Chán.,Tệ
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm chắc chắn Đáng đồng tiền.,Tuyệt vời
"Vải mềm mịn , mình 1m6 53kg mặc sz L là dài và rộng.",Tuyệt vời
Giao hang nhanh.,Tốt
Thật sự là k thể chê.,Tuyệt vời
Chất Lượng san Pham Tuyet voi.,Tuyệt vời
cảm ơn shop đã tặng quà.,Tuyệt vời
Chất xấu.,Tệ
"Chủ shop rất thân thiện, phục vụ rất nhiệt tình.",Tuyệt vời
"Shop phục vụ rất nhiệt tình và có tâm, gửi thiếu đồ nhưng mình nt báo liền chủ động liên hệ và gửi bù hàng thiếu.",Tuyệt vời
"Chất lượng sản phẩm tuyệt vời,nên có thêm ngày sản xuất và HSD.",Tuyệt vời
"Áo đẹp lắm ạ, vải cũng mềm.",Tuyệt vời
"Chân váy rất xinh, y hình mẫu luôn. vải mỏng nhẹ, có độ xoè, đường may chỗ dây chun váy chưa đẹp lắm.",Tốt
"Vải đẹp, in đẹp, đường may khéo.",Tuyệt vời
"Biết là giá thấp nhưng là giá sale, biết thế k mua.",Rất tệ
sao bôi vô hok thấy cảm giác gì ta?,Bình thường
Đặc biệt là chị chủ shop siêu dễ thương với rep ib nhiệt tình lắm.❤❤❤.,Tuyệt vời
Đc cái shop gửi hàng nhanh ❤️ nhiệt tình nên vẫn cho shop 5 sao ❤️.,Tuyệt vời
Rất đáng để mua!,Tuyệt vời
"Hàng y hình, mỗi tội cái mùi túi rất khó chịu.",Tốt
Nt ko rep.,Tệ
"Chất lượng sản phẩm tuyệt vời, trên cả sự mong đợi, sét quần chip dày dặn, đẹp , áo chip quá là ưng vì nhẹ, mát.",Tuyệt vời
Áo ra màu.,Tệ
"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt.",Tuyệt vời
Gởi hang ko dung.,Rất tệ
Nhưng hơi rộng.,Bình thường
Tuy nhiên so với giá thì sp vậy là ok!,Bình thường
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,Tuyệt vời
Áo đẹp lắm !!,Tuyệt vời
Chất vải đẹp.,Tuyệt vời
Áo đẹp nhưng tay hơi ngắn.,Tốt
Shop kinh doanh chiến lược đấy.,Tuyệt vời
💕💕.,Tuyệt vời
"Shop phục vụ rất tốt, mình sẽ ủng hộ shop dài dài dài....",Tuyệt vời
Shop đã bán sale thì cũng bán cho đàng hoàng chứ.,Rất tệ
Chỉ còn chất lượng s/p.,Bình thường
Nhưng bù lại chất lượng rất xứng với đồng tiền.,Tốt
Lần thứ 2 mua của shop.,Bình thường
Check code đúng.,Bình thường
Vải đẹp Do ạ trắng sáng luôn ý.,Tuyệt vời
Biết thế mua cái nữa 😜.,Tuyệt vời
Giao hàng hàng nhanh sản phẩm đẹp nhưng hơi khó làm sạch vì vải lưới,Bình thường
Mog shop cẩn thận hơn ở đườg may.,Bình thường
.,Bình thường
Váy đẹp mặc rất chim ưng.,Tuyệt vời
"Áo siêu xinh, chất len mịn tay lắm nhá.",Tuyệt vời
Sẽ ủng hộ shop..,Tuyệt vời
Nhưng mặc ok..,Tốt
"Hơi mỏng, nhưng đẹp.",Tuyệt vời
Xấu tệ hàng thì giảm xuống nhưng ship tính trên trời đặt mua đầm 59k phí ship 55k mà sản phẩm k đep thôi thì ra shop gần nhà mua tận tay thấy tận mắt chỉ có 250k chênh lêch k bao nhiêu nhưng cảm thấy xứng đáng vô cùng.,Rất tệ
Rất đáng tiền Thời gian giao hàng rất nhanh.,Tuyệt vời
Giao nhầm sz.,Rất tệ
Áo len ko co dãn mấy (1m62 58kí mặc chật 😂).,Bình thường
Áo đẹp mà suýt k nhận hàg.,Tốt
0 h dat hàng.,Tốt
Thời gian giao hàng rất nhanh Chất lượng xấu.,Tệ
Hàng đẹp.,Tuyệt vời
Excellent delivery speed Excellent delivery speed.,Tuyệt vời
đơn hàg này của e bị thiếu chị nè hôm sau chị bỏ vào e nha . e gọi chị rồi đó . hàg đẹp và ưng lắm ạ.,Tốt
"chất lượng khá tốt, chỉ có điều là bạn giao nhầm size cho mình.",Tốt
Các sp khác ok.,Tốt
Rất hài lòng.,Tuyệt vời
"Chất không đẹp,màu ngà,shop giao hàng nhanh.",Bình thường
"Đồ đẹp, chất vải quá đẹp.",Tuyệt vời
Lần sau có dịp sẽ ủng hộ shop.,Tốt
Đóng gói sản phẩm rất đẹp và chắc chắn.,Tuyệt vời
Cổ chật.,Tệ
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,Tuyệt vời
"Nhân viên giao hàng quá đáng , giao hàng mà ko giao tới tận nhà.mà.còn bắt khách hàng ra địa điểm hắn nói để lấy hàng.",Rất tệ
Giao hành siêu nhah👍🏻.,Tốt
Mặc dù đã ib và tha thiết yêu cầu shop che tên sản phẩm giùm nhưg khi GHN là ng quen giao hàng tới hiện cái tên sp lù lù ngượng chín cả mặt 😡😡😡.,Rất tệ
"Chất lượng sản phẩm tuyệt vời,balo rất đẹp 👏👏👏👏👏👏 Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.",Tuyệt vời
Thiếu hàng k hoàn tiền Shop phục vụ rất kém.,Rất tệ
Thất vọng mất hết lòng tin.,Rất tệ
Cực đẹp nha ❤❤❤.,Tuyệt vời
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
"Hơi thất vọng về chất, k đẹp như màu đỏ đô hay vàng gạch.",Tệ
Nt k tl.,Rất tệ
Lâu dài chất lượng pin có phải như quảng cáo 😅.,Bình thường
"Sử dụng ban đầu thấy rất thích, hi vọng bền lâu.",Tốt
"Sản phẩm rất tốt , đóng gói cẩn thận đây là lần thứ 2mua hàng của shop và vẫn rất hài lòng.",Tuyệt vời
Hàng đẹp lắm ạ.,Tuyệt vời
"Hàng gì mà đẹp dữ vậy trời 😍, chủ shop còn cute.",Tuyệt vời
Cảm thấy ưng cái bụng ghê gớm ý.,Tốt
"Form đẹp, vải ok, túi siêu to siêu sâu, chun quần thần thánh cho mấy đứa mình dây béo bụng.",Tuyệt vời
Sẽ ủng hộ shop.,Tuyệt vời
Thời gian giao hàng rất nhanh.,Tuyệt vời
Xinh lắm shop.,Tuyệt vời
Cái gì cũng ok chi có đôi vớ đặt màu da tự nhiên giao màu đen.,Tốt
"Mì ngon giá flash deal khá hợp lý, đóng hộp gọn gàng.",Tuyệt vời
Mk đặt màu hồng trắng nhưng shop lại giao màu vàng trắng...,Tệ
"Mn mua đúng size mình vẫn mang là đc, k cần lùi size đâu nè, shop tư vấn nhiệt tình.",Bình thường
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn nhưng không thấy hộp Vans.,Tuyệt vời
Chủ shop vục vụ rất nhiệt tình chu đáo.,Tuyệt vời
Shipper dễ thương và nhiệt tình.,Tuyệt vời
"K như hình, form hơi dài và hơi ôm.",Tệ
Áo đẹp lắm ạ.,Tuyệt vời
"Hàng tốt, mua dc giá rẻ nữa nên ưng cái bụng lắm ạ, sẽ ủng hộ Thời gian giao hàng rất nhanh.",Tuyệt vời
"Lúc đầu nghĩ mua hàng vs giá này thì hàng sẽ ko đc tốt ,ai ngờ hoàn toàn khác ,tốt hơn mong đợi.",Tuyệt vời
"Hàng cực xinh, cực đẹp, giống hình.",Tuyệt vời
màu áo hơi nhạt hơn hình nhưng nc vải cũng dày dặn ok.,Tuyệt vời
shop phục vụ rất tốt. rất đẹp. sẽ ủng hộ shop lần sau.,Tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.,Tuyệt vời
"Chất len dày dặn, đẹp, mặc ôm người lắm ạ.",Tuyệt vời
"hàng mới về xong thì thấy shop up áo hạc xanh đẹp qtqđ,thặc đắng lòng :(( tại sao shop k up em nó sớm hơn hụ hụ :((.",Tuyệt vời
Giày mang êm chân.,Tuyệt vời
Che phủ trung bình.,Bình thường
Thời gian giao hàng rất nhanh.,Tuyệt vời
"Chất lượng áo mềm, sờ thích Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.",Tuyệt vời
Thời gian giao hàng rất nhanh.,Tuyệt vời
Chiều dài áo hơi bị ngắn so với hình nên mặc có chút cũn cỡn chất vải đẹp nhưng hơi mỏng.,Bình thường
Thời gian giao hàng rất nhanh!,Tuyệt vời
Chất lượng sản phẩm tốt.,Tuyệt vời
"Áo hơi ngắn so với mình, đo chiều dài tầm 2,5 gang tay.",Tệ
Đặt trắng shop giao xám -_-.,Rất tệ
"Shop uy tín, chất lượng!",Tuyệt vời
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
Giao chậm quá..:((.. chắc do bên vận chuyển.,Bình thường
"Chất không phải cotton 100% , mặc mùa hè sẽ nóng, m 58kg mua size XL thấy to, các bạn 60kg mặc L vẫn vừa, với giá thì hàng vẫn ok m vẫn cho 5 ☆.",Tuyệt vời
"mua 3kai chỉ đc 1kai đỏ la giông hinh, 2kai trang va xam nhin xấu tệ k măc đc mà k giông hinh nưa 😔.",Rất tệ
Fb : Phạm Võ.,Bình thường
Áo không giống màu.,Rất tệ
Chất đẹp lắm shop ạ Đóng gói sản phẩm rất đẹp và chắc chắn.,Tuyệt vời
Luôn ko làm mình thất vọng.,Tuyệt vời
áo đẹp nhưng tay áo hơi ngắn.,Tốt
Thời gian giao hàng khá nhanh.,Tuyệt vời
Form đẹp Shop phục vụ rất tốt Rất đáng tiền.,Tuyệt vời
"MUA LIỀN MUA LIỀN ĐI, mặc mùa đông hết sảy luôn đó.",Tuyệt vời
Áo vừa đặt bàn là là rách luôn?,Rất tệ
"Quần mặc vừa vặn, màu xinh.",Tuyệt vời
Vạt Áo ko bằng nhau.,Rất tệ
"Đóng gói sản phẩm chắc chắn, vải có nilong nên phải ủi cẩn thận tránh bị quéo áo, form mặc đẹp, ổn.",Tuyệt vời
Chất lượng sản phẩm ko đẹp.,Rất tệ
Áo đẹp lăm.,Tuyệt vời
Chất OK ạk!,Tuyệt vời
Rất ưng.,Tuyệt vời
Vải ok.,Tuyệt vời
"Chủ shop thân thiện, có cả thiệp cảm ơn rất đáng yêu.",Tuyệt vời
1 bộ vừa. 2 bộ nhỏ quá ko mặc được.,Rất tệ
Ko đáng tiền bỏ ra mua.,Rất tệ
Áo đep.nho hon minh ngi.,Tốt
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn.giao hang nhanh.,Tuyệt vời
Hamg giao màu đúng theo yêu cầu.,Tuyệt vời
Áo cỡ L nhưng bé như cỡ M.,Rất tệ
Giảm % sau tết cho khách ❤❤ Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,Tuyệt vời
Phù hợp so với giá tiền.,Tuyệt vời
Vải hơn thô cứng.,Tệ
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
Hơi rộng với mình.,Bình thường
Sự dụg lâu dài thì k biet bền k.,Bình thường
Hàng đẹp lắm ạ <3.,Tuyệt vời
Đặt 1 trắng 1 nâu đến lúc giao thành 2 nâu.,Rất tệ
Đóng gói sản phẩm xấu.,Bình thường
Đóng gói sản phẩm chắc chắn.,Tuyệt vời
"Chất lượng sản phẩm rất kém, hàng lỗi.",Rất tệ
Môi mk hơi khô son lên vẫn căng mọng nha,Tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời nhưng hơi không vừa vì hơi rộng.,Tuyệt vời
"Sản phẩm tốt, nghe rõ, pin khoẻ, sạc nhanh.",Tuyệt vời
Bạn chủ shop rất nhiệt tình❤️❤️❤️.,Tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn.,Tốt
"Chất lượng hàng tốt, may cẩn thận , áo rách.",Rất tệ
"Thời gian giao hàng rất chậm,đặt màu trắng lại giao màu xanh bó tay.",Rất tệ
chất ok.,Tuyệt vời
Lần sau có nhu cầu nhất định mình sẽ mua.,Tuyệt vời
Shop phục vụ rất tốt.,Tuyệt vời
Chất vải qá mỏng.,Rất tệ
bỏ ra 400k mà mua đc đôi giày ko thể chấp nhận đc.,Rất tệ
"Vải rất đẹp, so với giá tiền thì shop bán rẻ quá chừng luôn.",Tuyệt vời
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
"Chưa biết xài sao,nhưng shop giao thiếu, nhưng đã khắc phục trong 1 ngày.",Tuyệt vời
"Giao hàng nhanh,che tên hàng sản phẩm ok hơi cứng :v.",Tốt
trời ơi..bán hàng phải có tâm chút chứ...đừng tưởng muốn bán thì bán ko cần biết chất lương ra sao...mua 2 cái thì cái thì xếp ly cả khúc...cái thì xì nách +so le nách...may là minhc làm bên may mặc nên may lại dc..chứ phải ng ở nhà chắc vứt 2 cái đi luôn...cạch.,Rất tệ
Size k chuẩn xl mà nhỏ như M.,Bình thường
Rất đáng tiền Rất đáng tiền.,Tuyệt vời
Chân váy đẹp nhưng chỗ đĩa may k đều lắm.,Tốt
"Vải rất đẹp luôn ,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.",Tuyệt vời
Đủ tiêu chí: Ngon-Bổ-Rẻ.,Tuyệt vời
Gui thieu do shop k tra.,Rất tệ
Sách đẹp.,Tuyệt vời
"vải đẹp, hàng giôg hình, form hơi rộng.",Tuyệt vời
"Hợp với giá tiền, giày da mềm, nhưng đế cũng hơi mềm chút nên đi có cảm giác ko chắc chắn.",Tốt
giống nhu mẫu chất vải rất là ok.,Tuyệt vời
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
"Giá tốt, hàng còn mới 👍.",Tuyệt vời
Ship hàng nhanh.,Tuyệt vời
"Áo đẹp, đáng iu, mặc vừa vặn.",Tuyệt vời
giống hình. đẹp.,Tuyệt vời
Sẽ ủng hộ shop thời gian tới.,Tuyệt vời
"Màu áo đẹp, nhg hơi ngắn😅.",Tệ
Len đẹp như hình.,Tuyệt vời
Nchug tiền nào của nấy.,Bình thường
Giao thiếu nhiều hàng.,Rất tệ
Mong shop bán thêm nhiều mẫu mã và sản phẩm chất lượng cao để khách mua hàng có nhiều chọn lựa.,Tuyệt vời
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh .,Tuyệt vời
Shop giao hàng đúng yêu cầu.,Tuyệt vời
"Đóng gói sản phẩm rất đẹp và chắc chắn, áo hơi rộng so với mình.",Tuyệt vời
Giày y hệt như hình chất lượng ok thank shop.,Tuyệt vời
Chất lượng tốt.mua 2 lần đều ưng ý.,Tuyệt vời
Đẹp😉.,Tuyệt vời
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, mình 45 kg sezi l hoi to.",Tuyệt vời
Quần áo đẹp chỉ cắt gọn gàn ... hình sao hành y vậy 100*🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹.,Tuyệt vời
Rất không thích đơn vị giao hàng vì những con sâu làm rầu nồi canh.!,Rất tệ
Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
Đồ đẹp và mới nữa,Tuyệt vời
Thời gian giao hàng hơi lâu.,Bình thường
Form ko to như quảng cáo cho ng 65kg cthe vừa.,Bình thường
Chất lượng sản phẩm tuyệt vời Nhưng giao hàng quá lâu.,Bình thường
"sản phẩm rất đẹp, rẻ hơn giá bán ở ngoài nhưng chất lượng cx rất tuyệt vời.",Bình thường
Áo đến rấttttt nhanh.,Tuyệt vời
Chất lượng sản phẩm tuyệt vời.. không nghĩ giá như vậy lại nhận dc sản phẩm tốt và hài lòng đến thế.. sẽ ủng hộ shop lần tới.. chúc shop buôn bán đắt hàng.,Tuyệt vời
Quá xinh Chất lượng sản phẩm tuyệt vời.,Tuyệt vời
"Chất lượng sản phẩm tuyệt vời, áo đẹp.",Tuyệt vời
Sẽ ủng hộ shop tiếp ❤.,Tuyệt vời
Hinh nhu la hang loai 2.,Tệ
Chất lượng sản phẩm tuyệt vời.em rất thích mẫu này.,Tuyệt vời
"Đóng gói sản phẩm rất đẹp và chắc chắn,nhưng chất liệu hơi mỏng,nói chung mặc cũng ok.",Bình thường
Giao hàng nhanh...,Tuyệt vời
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn!,Tuyệt vời
Chất lượng vải ko tốt lắm.,Rất tệ
"Bạn chủ shop đồng ý đổi,nhưng hơi loằng ngoằng mất t/g nên thôi vậy.",Bình thường
Se˜ ủng hộ shop dài dài.,Tuyệt vời
Chất lượng sản phẩm tương đối phù hợp với giá.,Tuyệt vời
May không đẹp .Không đáng tiền Chất lượng sản phẩm kém.,Rất tệ
Sẽ ko quay lại với shop nữa.,Rất tệ
"Hàng đẹp, vải mịn, mát.",Tuyệt vời
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. 🌹🌹🌹 Shop chăm sóc khách hàng rất tốt , tư vấn nhiệt tình .",Tuyệt vời
